 +--------------------+
 | Program exercise13 |
 +--------------------+

 ----------------------------------------
         n        1/n**2          error
      9492       1.644829       0.000105
      9493       1.644829       0.000105
      9494       1.644829       0.000105
      9495       1.644829       0.000105
      9496       1.644829       0.000105
      9497       1.644829       0.000105
      9498       1.644829       0.000105
      9499       1.644829       0.000105
      9500       1.644829       0.000105
      9501       1.644829       0.000105
      9502       1.644829       0.000105
      9503       1.644829       0.000105
      9504       1.644829       0.000105
      9505       1.644829       0.000105
      9506       1.644829       0.000105
      9507       1.644829       0.000105
      9508       1.644829       0.000105
      9509       1.644829       0.000105
      9510       1.644829       0.000105
      9511       1.644829       0.000105
      9512       1.644829       0.000105
      9513       1.644829       0.000105
      9514       1.644829       0.000105
      9515       1.644829       0.000105
      9516       1.644829       0.000105
      9517       1.644829       0.000105
      9518       1.644829       0.000105
      9519       1.644829       0.000105
      9520       1.644829       0.000105
      9521       1.644829       0.000105
      9522       1.644829       0.000105
      9523       1.644829       0.000105
      9524       1.644829       0.000105
      9525       1.644829       0.000105
      9526       1.644829       0.000105
      9527       1.644829       0.000105
      9528       1.644829       0.000105
      9529       1.644829       0.000105
      9530       1.644829       0.000105
      9531       1.644829       0.000105
      9532       1.644829       0.000105
      9533       1.644829       0.000105
      9534       1.644829       0.000105
      9535       1.644829       0.000105
      9536       1.644829       0.000105
      9537       1.644829       0.000105
      9538       1.644829       0.000105
      9539       1.644829       0.000105
      9540       1.644829       0.000105
      9541       1.644829       0.000105
      9542       1.644829       0.000105
      9543       1.644829       0.000105
      9544       1.644829       0.000105
      9545       1.644829       0.000105
      9546       1.644829       0.000105
      9547       1.644829       0.000105
      9548       1.644829       0.000105
      9549       1.644829       0.000105
      9550       1.644829       0.000105
      9551       1.644829       0.000105
      9552       1.644829       0.000105
      9553       1.644829       0.000105
      9554       1.644829       0.000105
      9555       1.644829       0.000105
      9556       1.644829       0.000105
      9557       1.644829       0.000105
      9558       1.644829       0.000105
      9559       1.644829       0.000105
      9560       1.644829       0.000105
      9561       1.644829       0.000105
      9562       1.644829       0.000105
      9563       1.644830       0.000105
      9564       1.644830       0.000105
      9565       1.644830       0.000105
      9566       1.644830       0.000105
      9567       1.644830       0.000105
      9568       1.644830       0.000105
      9569       1.644830       0.000104
      9570       1.644830       0.000104
      9571       1.644830       0.000104
      9572       1.644830       0.000104
      9573       1.644830       0.000104
      9574       1.644830       0.000104
      9575       1.644830       0.000104
      9576       1.644830       0.000104
      9577       1.644830       0.000104
      9578       1.644830       0.000104
      9579       1.644830       0.000104
      9580       1.644830       0.000104
      9581       1.644830       0.000104
      9582       1.644830       0.000104
      9583       1.644830       0.000104
      9584       1.644830       0.000104
      9585       1.644830       0.000104
      9586       1.644830       0.000104
      9587       1.644830       0.000104
      9588       1.644830       0.000104
      9589       1.644830       0.000104
      9590       1.644830       0.000104
      9591       1.644830       0.000104
      9592       1.644830       0.000104
      9593       1.644830       0.000104
